41343;500000
41344;500000
41345;200000
41346;500000
41347;500000
41348;500000
41349;500000
41350;500000
41351;200000
41352;500000
41353;500000
41354;500000
41355;500000
41356;500000
41357;200000
41358;500000
41359;500000
41360;500000
41361;500000
41362;500000
42001;3000
42002;25000
42003;100000
42004;200000
42005;500000
42011;3000
42012;25000
42013;100000
42014;200000
42015;500000
42021;3000
42022;25000
42023;100000
42024;200000
42025;500000
42026;3000
42027;25000
42028;100000
42029;200000
42030;500000
42031;3000
42032;25000
42033;100000
42034;200000
42035;500000
42041;3000
42042;15000
42043;100000
42044;200000
42045;500000
42051;3000
42052;15000
42053;100000
42054;200000
42055;500000
42061;3000
42062;15000
42063;100000
42064;200000
42065;500000
42071;3000
42072;15000
42073;100000
42074;200000
42075;500000
42081;3000
42082;15000
42083;100000
42084;200000
42085;500000
42091;3000
42092;15000
42093;100000
42094;200000
42095;500000
42101;3000
42102;15000
42103;100000
42104;200000
42105;500000
42111;3000
42112;15000
42113;100000
42114;200000
42115;500000
42121;3000
42122;15000
42123;100000
42124;200000
42125;500000
42131;3000
42132;15000
42133;100000
42134;200000
42135;500000
42141;3000
42142;15000
42143;100000
42144;200000
42145;500000
42151;3000
42152;15000
42153;100000
42154;200000
42155;500000
42161;3000
42162;15000
42163;100000
42164;200000
42165;500000
42171;3000
42172;15000
42173;100000
42174;200000
42175;500000
42176;3000
42177;15000
42178;100000
42179;200000
42180;500000
42181;3000
42182;15000
42183;100000
42184;200000
42185;500000
42186;3000
42187;15000
42188;100000
42189;200000
42190;500000
42191;3000
42192;15000
42193;100000
42194;200000
42195;500000
42196;3000
42197;15000
42198;100000
42199;200000
42200;500000
42201;3000
42202;15000
42203;100000
42204;200000
42205;500000
42206;3000
42207;15000
42208;100000
42209;200000
42210;500000
42211;3000
42212;15000
42213;100000
42214;200000
42215;500000
43001;40000
43002;100000
43004;200000
43005;500000
44001;15000
44002;15000
44003;15000
44004;15000
44005;15000
44006;15000
44007;15000
44011;15000
44012;15000
44013;15000
44014;15000
44015;15000
44016;15000
44017;15000
45001;3000
45002;25000
45003;100000
45004;200000
45005;500000
46001;200000
46002;500000
46003;200000
46004;200000
46005;500000
46006;500000
46007;500000
46008;500000
46101;500000
46201;500000
46202;500000
46203;500000
46204;500000
46205;500000
46206;500000
46207;500000
46208;500000
46209;500000
46210;500000
46211;500000
46212;500000
46213;500000
46214;500000
46215;500000
46216;500000
46217;500000
46218;500000
46219;500000
46220;500000
46221;500000
46222;500000
46223;500000
46224;500000
46225;500000
46226;500000
46227;500000
46228;500000
46229;500000
46230;500000
46231;500000
46232;500000
46233;500000
46234;500000
46235;500000
46236;500000
46237;500000
46238;500000
46239;500000
46240;500000
46241;500000
46242;500000
46243;500000
46244;500000
46245;500000
46246;500000
46247;500000
46248;500000
46249;500000
46501;500000
46502;500000
46503;500000
46504;500000
46505;500000
46506;500000
46507;500000
46508;500000
46509;500000
46510;500000
46511;500000
46512;500000
46513;500000
46514;500000
46515;500000
46516;500000
46517;500000
46518;500000
46519;500000
46520;500000
46521;500000
46522;500000
46523;500000
46524;500000
46525;500000
46526;500000
46527;500000
46528;500000
46529;500000
46530;500000
46531;500000
46532;500000
46533;500000
46534;500000
46535;500000
46536;500000
46537;500000
46538;500000
46539;500000
46540;500000
46541;500000
46542;500000
46543;500000
46544;500000
46545;500000
46546;500000
46547;500000
46548;500000
46549;500000
46901;500000
46902;500000
46911;100000
46912;100000
46913;200000
46914;500000
46915;500000
46916;500000
46917;500000
46918;500000
46919;500000
46920;500000
47001;3000
47002;15000
47003;40000
47004;100000
47005;200000
47007;500000
48001;3000
48002;15000
48003;40000
48004;100000
48005;100000
48006;200000
48008;500000
49001;15000
49002;40000
49003;100000
49004;100000
49005;200000
49007;500000
49101;3000
49102;15000
49103;25000
49104;100000
49105;200000
49106;500000
49201;3000
49202;25000
49203;100000
49204;200000
49205;500000
49301;3000
49302;15000
49303;100000
49304;200000
49305;500000
49401;3000
49402;15000
49403;100000
49404;100000
49405;200000
49406;200000
49407;500000
49501;3000
49502;25000
49503;100000
49504;200000
49505;500000
49601;3000
49602;25000
49603;100000
49604;200000
49605;500000
49701;3000
49702;25000
49703;100000
49704;200000
49705;500000
49801;3000
49802;25000
49803;100000
49804;200000
49805;500000
49806;500000
49901;40000
49902;100000
49903;200000
49904;500000
49911;3000
49912;15000
49913;100000
49914;200000
49915;500000
49916;3000
49917;15000
49918;100000
49919;200000
49920;500000
50001;3000
50002;15000
50003;50000
50004;3000
50005;15000
50006;50000
51001;6000
51002;6000
51003;6000
51004;6000
51005;6000
51006;6000
51007;6000
51101;6000
51102;6000
51103;6000
51104;6000
51105;6000
51106;6000
51107;6000
51201;15000
51202;15000
51203;15000
51204;15000
51205;15000
51206;15000
51207;15000
51208;15000
51301;15000
51302;15000
51303;15000
51304;15000
51305;15000
51306;15000
51307;15000
51401;50000
51402;50000
51403;50000
51404;50000
51405;50000
51406;50000
51407;50000
51501;50000
51502;50000
51503;50000
51504;50000
51505;50000
51506;50000
51507;50000
51511;50000
51512;50000
51513;50000
51514;50000
51515;50000
51516;50000
51517;50000
51521;50000
51522;50000
51523;50000
51524;50000
51525;50000
51526;50000
51527;50000
51531;50000
51532;50000
51533;50000
51534;50000
51535;50000
51536;50000
51537;50000
51540;50000
51541;50000
51542;50000
51543;50000
51544;50000
51545;50000
51546;50000
51550;50000
51551;50000
51552;50000
51553;50000
51554;50000
51555;50000
51556;50000
51560;15000
51561;15000
51562;15000
51563;15000
51564;15000
51565;15000
51566;15000
51571;15000
51572;15000
51573;15000
51574;15000
51575;15000
51576;15000
51577;15000
51578;50000
51579;50000
51580;50000
51581;50000
51582;50000
51583;50000
51584;50000
51585;15000
51586;15000
51587;15000
51588;15000
51589;15000
51590;15000
51591;15000
52001;3000
52002;3000
52003;25000
52004;100000
52005;100000
52006;200000
52007;200000
52008;500000
52009;500000
52010;500000
52101;3000
52102;3000
52103;15000
52104;25000
52105;100000
52106;100000
52107;200000
52108;500000
52109;500000
52110;500000
52201;3000
52202;3000
52203;15000
52204;25000
52205;25000
52206;100000
52207;100000
52208;200000
52209;500000
52210;500000
52211;500000
52301;3000
52302;3000
52303;15000
52304;25000
52305;25000
52306;100000
52307;100000
52308;200000
52309;500000
52310;500000
52311;500000
52401;3000
52402;3000
52403;15000
52404;25000
52405;25000
52406;100000
52407;100000
52408;200000
52409;500000
52410;500000
52411;500000
52501;3000
52502;3000
52503;15000
52504;25000
52505;25000
52506;100000
52507;100000
52508;200000
52509;500000
52510;500000
52511;500000
52521;3000
52522;3000
52523;15000
52524;25000
52525;25000
52526;100000
52527;100000
52528;200000
52529;200000
52530;500000
52531;500000
52532;500000
52541;3000
52542;3000
52543;15000
52544;25000
52545;25000
52546;100000
52547;100000
52548;200000
52549;500000
52550;500000
52551;500000
52561;3000
52562;25000
52563;100000
52564;200000
52565;500000
52566;3000
52567;15000
52568;40000
52569;100000
52571;3000
52572;3000
52573;15000
52574;25000
52575;25000
52576;100000
52577;100000
52578;200000
52579;500000
52580;500000
52581;500000
52591;3000
52592;3000
52593;15000
52594;15000
52595;25000
52596;25000
52597;100000
52598;100000
52599;200000
52600;200000
52601;500000
52602;500000
52701;3000
52702;3000
52703;15000
52704;15000
52705;25000
52706;25000
52707;100000
52708;100000
52709;100000
52710;100000
52711;200000
52712;200000
52713;500000
52714;500000
52801;3000
52802;3000
52803;15000
52804;15000
52805;25000
52806;25000
52807;100000
52808;100000
52809;100000
52810;100000
52811;200000
52812;200000
52813;500000
52814;500000
52821;3000
52822;3000
52823;15000
52824;15000
52825;25000
52826;25000
52827;100000
52828;100000
52829;100000
52830;100000
52831;200000
52832;200000
52833;500000
52834;500000
52841;3000
52842;3000
52843;15000
52844;15000
52845;25000
52846;25000
52847;100000
52848;100000
52849;100000
52850;100000
52851;200000
52852;200000
52853;500000
52854;500000
52861;3000
52862;3000
52863;15000
52864;15000
52865;25000
52866;25000
52867;100000
52868;100000
52869;100000
52870;100000
52871;200000
52872;200000
52873;500000
52874;500000
52881;3000
52882;3000
52883;15000
52884;15000
52885;25000
52886;25000
52887;100000
52888;100000
52889;100000
52890;100000
52891;200000
52892;200000
52893;500000
52894;500000
52901;3000
52902;3000
52903;15000
52904;15000
52905;25000
52906;25000
52907;100000
52908;100000
52909;100000
52910;100000
52911;200000
52912;200000
52913;500000
52914;500000
52921;3000
52922;3000
52923;15000
52924;15000
52925;25000
52926;25000
52927;100000
52928;100000
52929;200000
52930;200000
52931;200000
52932;500000
52933;500000
52934;500000
52935;500000
52936;3000
52937;3000
52938;15000
52939;15000
52940;25000
52941;25000
52942;100000
52943;100000
52944;100000
52945;100000
52946;200000
52947;200000
52948;500000
52949;500000
52950;3000
52951;3000
52952;15000
52953;15000
52954;25000
52955;25000
52956;100000
52957;100000
52958;100000
52959;100000
52960;200000
52961;200000
52962;500000
52963;500000
53001;50000
53002;100000
53003;200000
53004;200000
53005;100000
53006;200000
53008;200000
53009;200000
53010;100000
53011;200000
53012;100000
53013;200000
53014;200000
53015;200000
53016;200000
53017;200000
53018;200000
53019;200000
53020;200000
53021;200000
53022;200000
53023;200000
53024;200000
53025;200000
53026;200000
53027;200000
53028;100000
53029;200000
53030;100000
53031;200000
53032;100000
53033;200000
53034;500000
53035;100000
53036;200000
53037;500000
53038;200000
54001;3000
54002;25000
54003;100000
54004;100000
54005;200000
54006;500000
54007;500000
54008;500000
54009;500000
54010;500000
55001;3000
55002;25000
55003;100000
55004;100000
55005;200000
55007;500000
56001;40000
56002;40000
56003;40000
56004;40000
56005;100000
56006;100000
56007;100000
56008;100000
56009;200000
56010;200000
56011;200000
56012;200000
56013;40000
56014;40000
56015;40000
56016;40000
56017;100000
56018;100000
56019;100000
56020;100000
56021;200000
56022;200000
56023;200000
56024;200000
56025;40000
56026;40000
56027;40000
56028;40000
56029;100000
56030;100000
56031;100000
56032;100000
56033;200000
56034;200000
56035;200000
56036;200000
57001;200000
57002;200000
57003;200000
57004;200000
57005;200000
57006;200000
57007;200000
57008;200000
57009;200000
57010;200000
57011;200000
57012;200000
57013;200000
57014;200000
57015;200000
57016;200000
57017;200000
58001;500000
58002;500000
58003;500000
58004;500000
58005;500000
59001;3000
59002;15000
59003;100000
59004;200000
59005;500000
60001;3000
60002;15000
60003;100000
60004;200000
60005;500000
70001;3000
70002;15000
70003;100000
70004;200000
70005;500000
71001;3000
71002;25000
71003;100000
71004;100000
71005;200000
71006;500000
73001;15000
73002;50000
73003;100000
73101;6000
73102;6000
73103;6000
73104;50000
73105;50000
73106;50000
73107;50000
73108;50000
73109;50000
73110;500000
73111;500000
73112;500000
80001;3000
80002;15000
80003;100000
80004;200000
80005;500000
90002;15000
90003;100000
90004;200000
90005;500000
91001;500
91002;3000
91003;6000
91004;15000
91005;50000
91006;15000
91007;50000
91008;100000
91009;15000
91010;50000
91011;100000
91012;15000
91013;50000
91014;100000
92001;200000
92002;200000
92003;500000
92004;500000
92005;500000
92101;200000
92102;200000
92103;500000
92104;500000
92105;500000
92201;200000
92202;200000
92203;500000
92204;500000
92205;500000
92206;200000
92207;200000
92208;500000
92209;500000
92210;500000
92211;200000
92212;200000
92213;500000
92214;500000
92215;500000
93001;3000
93002;15000
93003;25000
93004;100000
93005;100000
93006;100000
93007;200000
93008;200000
93009;500000
93010;500000
94001;500
95001;100000
96002;15000
96003;15000
96004;100000
96005;100000
96006;100000
96007;100000
96008;200000
96009;200000
96010;500000
96011;500000
96012;25000
96013;100000
96014;100000
96015;200000
96016;500000
97001;100000
97002;200000
97003;500000
99001;15000
99002;100000
99003;200000
99004;500000
110001;50000
110002;200000
110003;50000
110004;200000
110005;50000
110006;200000
110020;50000
110021;200000
120001;15000
120002;15000
120003;15000
120004;15000
120005;15000
120006;15000
120007;15000
120008;15000
120009;15000
120010;15000
120011;15000
120012;15000
120013;15000
120014;15000
120015;15000
120016;15000
120017;15000
120018;15000
120019;15000
120020;15000
120021;15000
120022;15000
120023;15000
120024;15000
120025;15000
120026;15000
120027;15000
120028;15000
220001;15000
220002;100000
220003;15000
220004;100000
220005;100000
220006;15000
220007;100000
220008;100000
220009;500000
220010;500000
220011;15000
220012;100000
220013;100000
220014;500000
220015;500000
220016;15000
220017;100000
220018;100000
220019;500000
220020;500000
220021;15000
220022;100000
220023;100000
220024;500000
220025;500000
220026;15000
220027;100000
220028;100000
220029;500000
220030;500000
220031;15000
220032;100000
220033;100000
220034;500000
220035;500000
220036;15000
220037;100000
220038;100000
220039;500000
220040;500000
220041;15000
220042;100000
220043;100000
220044;500000
220045;500000
220046;15000
220047;100000
220048;100000
220049;500000
220050;500000
220051;25000
220052;3000
220053;25000
220054;50000
220055;15000
220056;25000
220057;3000
220058;25000
220059;50000
220060;15000
220061;40000
220062;25000
220063;3000
220064;25000
220065;50000
220066;15000
220067;100000
220068;40000
220069;25000
220070;3000
220071;25000
220072;50000
220073;15000
220074;200000
220075;100000
220076;40000
220077;25000
220078;3000
220079;25000
220080;50000
220081;15000
220082;200000
220083;100000
220084;40000
220085;25000
220086;3000
220087;25000
220088;50000
220089;15000
220090;200000
220091;100000
220092;40000
220093;25000
220094;3000
220095;25000
220096;50000
220097;15000
220098;200000
220099;100000
220100;40000
220101;25000
220102;3000
220103;25000
220104;50000
220105;15000
220106;200000
220107;100000
220108;40000
220109;25000
220110;3000
220111;25000
220112;50000
220113;15000
220114;200000
220115;100000
220116;40000
220117;25000
220118;3000
220119;25000
220120;50000
220121;15000
220122;200000
220123;100000
220124;40000
220125;25000
220126;3000
220127;25000
220128;50000
220129;15000
220130;200000
220131;100000
220132;40000
220133;25000
220134;3000
220135;25000
220136;50000
220137;15000
220138;200000
220139;100000
220140;40000
220141;25000
220142;3000
220143;25000
220144;50000
220145;15000
220146;200000
220147;100000
220148;40000
220149;25000
220150;3000
220151;25000
220152;50000
220153;15000
220154;200000
220155;100000
220156;40000
220157;15000
220158;40000
220159;100000
220160;200000
220161;500000
220162;200000
220163;3000
220164;15000
220165;100000
220166;3000
220167;15000
220168;100000
220169;3000
220170;15000
220171;100000
220172;3000
220173;15000
220174;100000
220175;3000
220176;15000
220177;100000
220178;3000
220179;15000
220180;100000
220181;100000
220182;100000
220183;100000
220184;100000
220185;100000
220186;500000
220187;100000
220188;100000
220189;500000
220190;100000
220191;100000
220192;500000
220193;100000
220194;100000
220195;500000
220196;100000
220197;100000
220198;500000
220199;100000
220200;100000
220201;500000
220202;100000
220203;100000
220204;500000
220205;100000
220206;100000
220207;500000
220208;100000
220209;100000
220210;500000
220211;3000
220212;15000
220213;100000
221071;200000
221072;200000
221073;200000
221074;200000
221075;200000
221076;200000
221077;200000
221078;200000
222001;3000
222002;3000
222003;3000
222004;40000
222005;3000
222006;40000
222007;3000
222008;40000
222009;3000
222010;40000
222011;3000
222012;40000
222013;3000
222014;40000
222015;500000
222016;3000
222017;40000
222018;3000
222019;40000
222020;500000
222021;3000
222022;40000
222023;3000
222024;40000
222025;500000
222026;3000
222027;40000
222028;3000
222029;40000
222030;500000
222031;3000
222032;40000
222033;3000
222034;40000
222035;500000
222036;3000
222037;40000
222038;3000
222039;40000
222040;500000
222041;3000
222042;40000
222043;3000
222044;40000
222045;500000
222046;3000
222047;40000
222048;3000
222049;40000
222050;500000
222051;3000
222052;40000
222053;3000
222054;40000
222055;500000
222056;3000
222057;40000
222058;3000
222059;40000
222060;500000
222061;3000
222062;40000
222063;3000
222064;40000
222065;500000
222066;3000
222067;40000
222068;3000
222069;40000
222070;500000
223001;500000
223002;500000
223003;40000
224001;15000
224002;3000
224003;3000
224004;50000
224005;3000
224006;50000
224007;50000
224008;15000
224009;15000
224010;15000
224011;50000
225001;15000
225002;40000
225003;100000
225004;200000
225005;500000
225010;50000
225011;50000
225012;50000
225013;50000
225014;50000
225015;50000
225016;50000
225017;50000
225018;50000
222071;15000
222072;100000
222073;100000
222074;500000
222075;500000
222076;25000
222077;3000
222078;25000
222079;50000
222080;15000
222081;200000
222082;100000
222083;40000
222084;100000
222085;100000
222086;500000
222087;15000
222088;50000
222089;3000
222090;40000
222091;500000
222092;3000
222093;40000
222094;15000
222095;100000
222096;100000
222097;500000
222098;500000
222099;25000
222100;3000
222101;25000
222102;50000
222103;15000
222104;200000
222105;100000
222106;40000
222107;100000
222108;100000
222109;500000
222110;15000
222111;50000
222112;3000
222113;40000
222114;500000
222115;3000
222116;40000
